"","ID","accidents","BasisSchoolsAmsterdam","BicyclePathsAmsterdamCrossings","BronNetworkCrossings","ChildDaycareAmsterdam2011","HighAndUniAmsterdam2011","OSMAlcoholBarsNightclubs","OSMbikeBarriers2014","OSMbusAndTramStops","OSMcrossings","OSMhostelsHotels","OSMmotorwayJunctions","OSMNetworkAmsterdamCrossings","PriorityToRight","SchoolsAmsterdam2011","SecondarySchoolsAmsterdam2011","SpecialSchoolsAmsterdam2011","TrafficLightsAmsterdam"
"284",284,105,NA,39,76,NA,NA,NA,NA,4,NA,NA,NA,254,NA,1,NA,NA,NA
"285",285,216,NA,9,140,NA,NA,NA,NA,2,NA,NA,NA,229,NA,1,NA,NA,NA
"286",286,25,NA,20,126,NA,NA,NA,NA,4,NA,NA,NA,273,NA,1,NA,NA,NA
"287",287,2,NA,2,164,NA,NA,NA,NA,2,NA,NA,NA,283,NA,1,NA,NA,NA
"288",288,83,NA,7,135,NA,NA,NA,NA,2,NA,NA,NA,551,NA,1,NA,NA,NA
"289",289,1,NA,9,157,NA,NA,NA,NA,4,NA,NA,NA,203,NA,4,NA,NA,NA
"290",290,24,NA,5,104,NA,NA,NA,NA,3,NA,NA,NA,310,NA,2,NA,NA,NA
"291",291,18,NA,7,104,NA,NA,NA,NA,1,NA,NA,NA,235,NA,1,NA,NA,NA
"292",292,3,NA,7,88,NA,NA,NA,NA,6,NA,NA,NA,121,NA,1,NA,NA,NA
"293",293,5,NA,14,6,NA,NA,NA,NA,5,NA,NA,NA,197,NA,2,NA,NA,NA
"294",294,57,NA,33,64,NA,NA,NA,NA,1,NA,NA,NA,187,NA,1,NA,NA,NA
"295",295,14,NA,10,117,NA,NA,NA,NA,2,NA,NA,NA,202,NA,2,NA,NA,NA
"296",296,80,NA,2,52,NA,NA,NA,NA,6,NA,NA,NA,177,NA,4,NA,NA,NA
"297",297,70,NA,6,13,NA,NA,NA,NA,2,NA,NA,NA,166,NA,1,NA,NA,NA
"298",298,43,NA,3,10,NA,NA,NA,NA,1,NA,NA,NA,82,NA,4,NA,NA,NA
"299",299,100,NA,21,33,NA,NA,NA,NA,4,NA,NA,NA,186,NA,5,NA,NA,NA
"300",300,112,NA,6,99,NA,NA,NA,NA,3,NA,NA,NA,44,NA,8,NA,NA,NA
"301",301,188,NA,13,66,NA,NA,NA,NA,3,NA,NA,NA,28,NA,8,NA,NA,NA
"302",302,189,NA,2,6,NA,NA,NA,NA,3,NA,NA,NA,23,NA,2,NA,NA,NA
"303",303,219,NA,33,136,NA,NA,NA,NA,2,NA,NA,NA,3,NA,1,NA,NA,NA
"304",304,257,NA,39,149,NA,NA,NA,NA,4,NA,NA,NA,75,NA,1,NA,NA,NA
"305",305,522,NA,13,83,NA,NA,NA,NA,3,NA,NA,NA,102,NA,2,NA,NA,NA
"306",306,200,NA,9,79,NA,NA,NA,NA,1,NA,NA,NA,18,NA,1,NA,NA,NA
"307",307,376,NA,11,81,NA,NA,NA,NA,4,NA,NA,NA,28,NA,5,NA,NA,NA
"308",308,199,NA,7,167,NA,NA,NA,NA,1,NA,NA,NA,104,NA,1,NA,NA,NA
"309",309,127,NA,4,182,NA,NA,NA,NA,2,NA,NA,NA,193,NA,3,NA,NA,NA
"310",310,22,NA,4,186,NA,NA,NA,NA,5,NA,NA,NA,186,NA,3,NA,NA,NA
"311",311,128,NA,31,126,NA,NA,NA,NA,3,NA,NA,NA,171,NA,1,NA,NA,NA
"312",312,145,NA,11,182,NA,NA,NA,NA,1,NA,NA,NA,306,NA,1,NA,NA,NA
"313",313,161,NA,14,98,NA,NA,NA,NA,3,NA,NA,NA,27,NA,2,NA,NA,NA
"314",314,174,NA,28,118,NA,NA,NA,NA,4,NA,NA,NA,159,NA,3,NA,NA,NA
"315",315,2,NA,7,62,NA,NA,NA,NA,7,NA,NA,NA,237,NA,NA,NA,NA,NA
"316",316,4,NA,22,133,NA,NA,NA,NA,2,NA,NA,NA,287,NA,NA,NA,NA,NA
"317",317,1,NA,24,101,NA,NA,NA,NA,2,NA,NA,NA,154,NA,NA,NA,NA,NA
"318",318,10,NA,30,138,NA,NA,NA,NA,4,NA,NA,NA,142,NA,NA,NA,NA,NA
"319",319,3,NA,23,119,NA,NA,NA,NA,1,NA,NA,NA,188,NA,NA,NA,NA,NA
"320",320,1,NA,8,16,NA,NA,NA,NA,2,NA,NA,NA,301,NA,NA,NA,NA,NA
"321",321,17,NA,12,5,NA,NA,NA,NA,4,NA,NA,NA,316,NA,NA,NA,NA,NA
"322",322,1,NA,6,22,NA,NA,NA,NA,5,NA,NA,NA,246,NA,NA,NA,NA,NA
"323",323,16,NA,14,3,NA,NA,NA,NA,3,NA,NA,NA,190,NA,NA,NA,NA,NA
"324",324,32,NA,2,6,NA,NA,NA,NA,3,NA,NA,NA,211,NA,NA,NA,NA,NA
"325",325,123,NA,2,28,NA,NA,NA,NA,6,NA,NA,NA,308,NA,NA,NA,NA,NA
"326",326,109,NA,4,10,NA,NA,NA,NA,5,NA,NA,NA,204,NA,NA,NA,NA,NA
"327",327,219,NA,3,4,NA,NA,NA,NA,3,NA,NA,NA,332,NA,NA,NA,NA,NA
"328",328,209,NA,5,58,NA,NA,NA,NA,2,NA,NA,NA,132,NA,NA,NA,NA,NA
"329",329,208,NA,13,79,NA,NA,NA,NA,1,NA,NA,NA,18,NA,NA,NA,NA,NA
"330",330,381,NA,16,57,NA,NA,NA,NA,2,NA,NA,NA,65,NA,NA,NA,NA,NA
"331",331,277,NA,12,115,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA
"332",332,198,NA,15,154,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"333",333,228,NA,5,140,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA
"334",334,218,NA,14,141,NA,NA,NA,NA,2,NA,NA,NA,53,NA,NA,NA,NA,NA
"335",335,296,NA,11,179,NA,NA,NA,NA,2,NA,NA,NA,119,NA,NA,NA,NA,NA
"336",336,91,NA,2,156,NA,NA,NA,NA,4,NA,NA,NA,153,NA,NA,NA,NA,NA
"337",337,27,NA,8,303,NA,NA,NA,NA,6,NA,NA,NA,186,NA,NA,NA,NA,NA
"338",338,69,NA,10,270,NA,NA,NA,NA,1,NA,NA,NA,26,NA,NA,NA,NA,NA
"339",339,78,NA,11,183,NA,NA,NA,NA,1,NA,NA,NA,204,NA,NA,NA,NA,NA
"340",340,12,NA,22,97,NA,NA,NA,NA,1,NA,NA,NA,222,NA,NA,NA,NA,NA
"341",341,144,NA,10,112,NA,NA,NA,NA,2,NA,NA,NA,301,NA,NA,NA,NA,NA
"342",342,45,NA,7,109,NA,NA,NA,NA,5,NA,NA,NA,269,NA,NA,NA,NA,NA
"343",343,30,NA,6,132,NA,NA,NA,NA,2,NA,NA,NA,145,NA,NA,NA,NA,NA
"344",344,8,NA,3,115,NA,NA,NA,NA,7,NA,NA,NA,207,NA,NA,NA,NA,NA
"345",345,12,NA,4,37,NA,NA,NA,NA,6,NA,NA,NA,279,NA,NA,NA,NA,NA
"346",346,4,NA,9,43,NA,NA,NA,NA,3,NA,NA,NA,268,NA,NA,NA,NA,NA
"347",347,41,NA,9,13,NA,NA,NA,NA,4,NA,NA,NA,138,NA,NA,NA,NA,NA
"348",348,19,NA,11,3,NA,NA,NA,NA,3,NA,NA,NA,166,NA,NA,NA,NA,NA
"349",349,90,NA,18,9,NA,NA,NA,NA,2,NA,NA,NA,176,NA,NA,NA,NA,NA
"350",350,145,NA,8,36,NA,NA,NA,NA,2,NA,NA,NA,182,NA,NA,NA,NA,NA
"351",351,124,NA,9,100,NA,NA,NA,NA,2,NA,NA,NA,495,NA,NA,NA,NA,NA
"352",352,101,NA,4,107,NA,NA,NA,NA,2,NA,NA,NA,264,NA,NA,NA,NA,NA
"353",353,210,NA,38,173,NA,NA,NA,NA,1,NA,NA,NA,203,NA,NA,NA,NA,NA
"354",354,236,NA,2,164,NA,NA,NA,NA,1,NA,NA,NA,195,NA,NA,NA,NA,NA
"355",355,117,NA,14,138,NA,NA,NA,NA,2,NA,NA,NA,196,NA,NA,NA,NA,NA
"356",356,165,NA,9,105,NA,NA,NA,NA,6,NA,NA,NA,173,NA,NA,NA,NA,NA
"357",357,185,NA,6,110,NA,NA,NA,NA,3,NA,NA,NA,32,NA,NA,NA,NA,NA
"358",358,281,NA,3,88,NA,NA,NA,NA,3,NA,NA,NA,9,NA,NA,NA,NA,NA
"359",359,390,NA,2,90,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA
"360",360,4905,NA,4,109,NA,NA,NA,NA,1,NA,NA,NA,13,NA,NA,NA,NA,NA
"361",361,502,NA,9,134,NA,NA,NA,NA,2,NA,NA,NA,11,NA,NA,NA,NA,NA
"362",362,60,NA,2,190,NA,NA,NA,NA,3,NA,NA,NA,85,NA,NA,NA,NA,NA
"363",363,32,NA,5,198,NA,NA,NA,NA,5,NA,NA,NA,51,NA,NA,NA,NA,NA
"364",364,58,NA,31,319,NA,NA,NA,NA,1,NA,NA,NA,55,NA,NA,NA,NA,NA
"365",365,72,NA,4,297,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,NA,NA
"366",366,38,NA,3,92,NA,NA,NA,NA,5,NA,NA,NA,197,NA,NA,NA,NA,NA
"367",367,25,NA,6,14,NA,NA,NA,NA,3,NA,NA,NA,225,NA,NA,NA,NA,NA
"368",368,3,NA,2,63,NA,NA,NA,NA,2,NA,NA,NA,206,NA,NA,NA,NA,NA
"369",369,1,NA,6,28,NA,NA,NA,NA,6,NA,NA,NA,292,NA,NA,NA,NA,NA
"370",370,5,NA,3,72,NA,NA,NA,NA,4,NA,NA,NA,210,NA,NA,NA,NA,NA
"371",371,1,NA,3,99,NA,NA,NA,NA,5,NA,NA,NA,239,NA,NA,NA,NA,NA
"372",372,2,NA,5,39,NA,NA,NA,NA,2,NA,NA,NA,214,NA,NA,NA,NA,NA
"373",373,5,NA,15,39,NA,NA,NA,NA,2,NA,NA,NA,189,NA,NA,NA,NA,NA
"374",374,17,NA,14,17,NA,NA,NA,NA,2,NA,NA,NA,184,NA,NA,NA,NA,NA
"375",375,78,NA,3,4,NA,NA,NA,NA,2,NA,NA,NA,369,NA,NA,NA,NA,NA
"376",376,65,NA,9,4,NA,NA,NA,NA,1,NA,NA,NA,383,NA,NA,NA,NA,NA
"377",377,65,NA,9,108,NA,NA,NA,NA,2,NA,NA,NA,269,NA,NA,NA,NA,NA
"378",378,173,NA,6,168,NA,NA,NA,NA,2,NA,NA,NA,211,NA,NA,NA,NA,NA
"379",379,151,NA,5,89,NA,NA,NA,NA,2,NA,NA,NA,156,NA,NA,NA,NA,NA
"380",380,129,NA,9,185,NA,NA,NA,NA,1,NA,NA,NA,301,NA,NA,NA,NA,NA
"381",381,161,NA,6,163,NA,NA,NA,NA,2,NA,NA,NA,275,NA,NA,NA,NA,NA
"382",382,116,NA,3,106,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
"383",383,24,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA
"384",384,54,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,NA
"385",385,213,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"386",386,113,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"387",387,493,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"388",388,176,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"389",389,67,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
"390",390,40,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
"391",391,15,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA
"392",392,5,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA
"393",393,8,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA
"394",394,1,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,NA
"395",395,8,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,NA,NA
"396",396,29,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA
"397",397,2,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA
"398",398,22,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA
"399",399,10,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA
"400",400,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA
"401",401,22,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,NA
"402",402,15,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA
"403",403,76,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA
"404",404,79,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,NA
"405",405,51,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,334,NA,NA,NA,NA,NA
"406",406,258,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
"407",407,36,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA
"408",408,62,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA
"409",409,147,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA
"410",410,153,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,NA,NA
"411",411,204,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA
"412",412,71,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA
"413",413,118,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA
"414",414,364,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
"415",415,155,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
"416",416,183,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA
"417",417,15,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"418",418,43,NA,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
"419",419,93,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA
"420",420,25,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
"421",421,2,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA
"422",422,27,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA
"423",423,14,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA
"424",424,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA
"425",425,4,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA
"426",426,1,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA
"427",427,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,NA,NA
"428",428,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
"429",429,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA
"430",430,11,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA
"431",431,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA
"432",432,47,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,311,NA,NA,NA,NA,NA
"433",433,84,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA
"434",434,21,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
"435",435,2,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
"436",436,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
"437",437,73,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
"438",438,79,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA
"439",439,28,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
"440",440,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"441",441,80,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
"442",442,235,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
"443",443,100,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"444",444,3,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"445",445,24,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA
"446",446,24,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"447",447,21,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"448",448,51,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA
"449",449,7,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA
"450",450,61,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA
"451",451,33,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA
"452",452,85,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
"453",453,82,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,368,NA,NA,NA,NA,NA
"454",454,147,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
"455",455,46,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA
"456",456,31,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA
"457",457,103,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA
"458",458,60,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA
"459",459,42,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
"460",460,14,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA
"461",461,111,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,NA,NA,NA
"462",462,168,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,NA
"463",463,113,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA
"464",464,38,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA
"465",465,32,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA
"466",466,55,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA
"467",467,80,NA,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA
"468",468,45,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"469",469,24,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA
"470",470,1,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA
"471",471,2,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA
"472",472,19,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"473",473,5,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"474",474,4,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"475",475,14,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"476",476,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"477",477,22,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
"478",478,39,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"479",479,10,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"480",480,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA
"481",481,12,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA
"482",482,7,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA
"483",483,99,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA
"484",484,72,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"485",485,28,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA
"486",486,117,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA
"487",487,201,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
"488",488,32,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA
"489",489,75,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
"490",490,21,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA
"491",491,8,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA
"492",492,1,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
"493",493,4,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA
"494",494,7,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
"495",495,9,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA
"496",496,14,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,NA,NA
"497",497,164,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA,NA,NA
"498",498,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,NA
"499",499,63,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA
"500",500,42,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA
"501",501,97,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA
"502",502,45,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA
"503",503,5,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
"504",504,50,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
"505",505,58,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA
"506",506,137,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA
"507",507,20,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
"508",508,4,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA
"509",509,1,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA
"510",510,1,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA
"511",511,9,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA
"512",512,1,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"513",513,5,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA
"514",514,9,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA
"515",515,5,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA
"516",516,60,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA
"517",517,19,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA
"518",518,39,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA
"519",519,49,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,NA
"520",520,58,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA
"521",521,8,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA
"522",522,224,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA
"523",523,62,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA
"524",524,7,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"525",525,156,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
"526",526,131,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"527",527,179,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA
"528",528,215,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA
"529",529,58,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"530",530,8,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA
"531",531,249,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA
"532",532,26,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA
