"","ID","accidents","BasisSchoolsAmsterdam","BicyclePathsAmsterdamCrossings","BronNetworkCrossings","ChildDaycareAmsterdam2011","HighAndUniAmsterdam2011","OSMAlcoholBarsNightclubs","OSMbikeBarriers2014","OSMbusAndTramStops","OSMcrossings","OSMhostelsHotels","OSMmotorwayJunctions","OSMNetworkAmsterdamCrossings","PriorityToRight","SchoolsAmsterdam2011","SecondarySchoolsAmsterdam2011","SpecialSchoolsAmsterdam2011","TrafficLightsAmsterdam"
"289",289,2,NA,11,6,4,NA,NA,NA,1,2,NA,NA,92,NA,1,NA,NA,1
"290",290,8,NA,6,6,3,NA,NA,NA,2,1,NA,NA,63,NA,1,NA,NA,2
"291",291,13,NA,6,23,3,NA,NA,NA,2,2,NA,NA,87,NA,5,NA,NA,5
"292",292,5,NA,6,41,1,NA,NA,NA,2,1,NA,NA,109,NA,3,NA,NA,1
"293",293,10,NA,2,9,1,NA,NA,NA,2,2,NA,NA,32,NA,2,NA,NA,1
"294",294,42,NA,6,3,1,NA,NA,NA,2,2,NA,NA,57,NA,2,NA,NA,1
"295",295,8,NA,10,60,1,NA,NA,NA,1,NA,NA,NA,14,NA,2,NA,NA,1
"296",296,36,NA,29,3,1,NA,NA,NA,1,NA,NA,NA,17,NA,2,NA,NA,1
"297",297,2,NA,17,35,1,NA,NA,NA,1,NA,NA,NA,26,NA,1,NA,NA,1
"298",298,1,NA,11,18,1,NA,NA,NA,2,NA,NA,NA,6,NA,1,NA,NA,1
"299",299,3,NA,15,23,3,NA,NA,NA,4,NA,NA,NA,7,NA,4,NA,NA,1
"300",300,26,NA,21,31,1,NA,NA,NA,5,NA,NA,NA,8,NA,1,NA,NA,1
"301",301,4,NA,14,99,1,NA,NA,NA,6,NA,NA,NA,90,NA,1,NA,NA,1
"302",302,12,NA,2,76,2,NA,NA,NA,2,NA,NA,NA,25,NA,5,NA,NA,3
"303",303,5,NA,4,51,1,NA,NA,NA,3,NA,NA,NA,13,NA,5,NA,NA,1
"304",304,1,NA,2,29,1,NA,NA,NA,2,NA,NA,NA,17,NA,2,NA,NA,1
"305",305,96,NA,8,34,1,NA,NA,NA,2,NA,NA,NA,51,NA,4,NA,NA,1
"306",306,2,NA,3,16,1,NA,NA,NA,4,NA,NA,NA,128,NA,10,NA,NA,2
"307",307,21,NA,5,14,2,NA,NA,NA,1,NA,NA,NA,54,NA,3,NA,NA,1
"308",308,7,NA,3,33,1,NA,NA,NA,2,NA,NA,NA,102,NA,1,NA,NA,1
"309",309,3,NA,3,12,1,NA,NA,NA,2,NA,NA,NA,73,NA,1,NA,NA,1
"310",310,3,NA,17,12,1,NA,NA,NA,6,NA,NA,NA,228,NA,4,NA,NA,2
"311",311,20,NA,10,65,1,NA,NA,NA,3,NA,NA,NA,46,NA,1,NA,NA,2
"312",312,2,NA,15,37,1,NA,NA,NA,2,NA,NA,NA,37,NA,1,NA,NA,1
"313",313,2,NA,9,59,1,NA,NA,NA,6,NA,NA,NA,101,NA,2,NA,NA,1
"314",314,2,NA,2,51,2,NA,NA,NA,2,NA,NA,NA,20,NA,1,NA,NA,1
"315",315,9,NA,15,61,3,NA,NA,NA,1,NA,NA,NA,37,NA,1,NA,NA,1
"316",316,9,NA,10,3,2,NA,NA,NA,3,NA,NA,NA,13,NA,11,NA,NA,1
"317",317,117,NA,5,26,2,NA,NA,NA,2,NA,NA,NA,54,NA,3,NA,NA,1
"318",318,7,NA,8,24,1,NA,NA,NA,1,NA,NA,NA,50,NA,6,NA,NA,1
"319",319,4,NA,2,40,1,NA,NA,NA,2,NA,NA,NA,40,NA,2,NA,NA,1
"320",320,101,NA,3,111,1,NA,NA,NA,2,NA,NA,NA,53,NA,5,NA,NA,2
"321",321,15,NA,2,7,1,NA,NA,NA,2,NA,NA,NA,2,NA,4,NA,NA,1
"322",322,29,NA,6,37,2,NA,NA,NA,4,NA,NA,NA,55,NA,1,NA,NA,1
"323",323,3,NA,10,6,1,NA,NA,NA,4,NA,NA,NA,36,NA,3,NA,NA,1
"324",324,18,NA,14,49,3,NA,NA,NA,2,NA,NA,NA,39,NA,1,NA,NA,1
"325",325,6,NA,2,20,2,NA,NA,NA,2,NA,NA,NA,69,NA,4,NA,NA,1
"326",326,19,NA,4,3,1,NA,NA,NA,1,NA,NA,NA,29,NA,2,NA,NA,2
"327",327,35,NA,12,3,1,NA,NA,NA,3,NA,NA,NA,53,NA,2,NA,NA,1
"328",328,50,NA,14,6,4,NA,NA,NA,2,NA,NA,NA,16,NA,3,NA,NA,1
"329",329,18,NA,18,6,2,NA,NA,NA,1,NA,NA,NA,6,NA,1,NA,NA,1
"330",330,59,NA,11,47,2,NA,NA,NA,5,NA,NA,NA,52,NA,3,NA,NA,1
"331",331,21,NA,2,39,1,NA,NA,NA,2,NA,NA,NA,18,NA,1,NA,NA,1
"332",332,36,NA,2,69,1,NA,NA,NA,7,NA,NA,NA,59,NA,1,NA,NA,1
"333",333,1,NA,2,3,1,NA,NA,NA,2,NA,NA,NA,48,NA,1,NA,NA,1
"334",334,2,NA,31,80,3,NA,NA,NA,3,NA,NA,NA,75,NA,3,NA,NA,3
"335",335,3,NA,6,90,1,NA,NA,NA,1,NA,NA,NA,76,NA,1,NA,NA,1
"336",336,28,NA,5,97,1,NA,NA,NA,1,NA,NA,NA,2,NA,5,NA,NA,1
"337",337,6,NA,3,50,1,NA,NA,NA,4,NA,NA,NA,81,NA,2,NA,NA,2
"338",338,2,NA,5,19,1,NA,NA,NA,3,NA,NA,NA,56,NA,2,NA,NA,1
"339",339,18,NA,2,27,1,NA,NA,NA,4,NA,NA,NA,93,NA,1,NA,NA,1
"340",340,20,NA,2,3,1,NA,NA,NA,2,NA,NA,NA,17,NA,3,NA,NA,2
"341",341,12,NA,3,61,1,NA,NA,NA,3,NA,NA,NA,31,NA,1,NA,NA,4
"342",342,20,NA,5,44,2,NA,NA,NA,3,NA,NA,NA,76,NA,1,NA,NA,2
"343",343,79,NA,8,6,1,NA,NA,NA,1,NA,NA,NA,37,NA,2,NA,NA,2
"344",344,25,NA,17,23,1,NA,NA,NA,2,NA,NA,NA,10,NA,1,NA,NA,1
"345",345,39,NA,11,83,2,NA,NA,NA,3,NA,NA,NA,6,NA,2,NA,NA,1
"346",346,50,NA,5,44,1,NA,NA,NA,2,NA,NA,NA,75,NA,2,NA,NA,1
"347",347,2,NA,10,52,1,NA,NA,NA,2,NA,NA,NA,69,NA,2,NA,NA,1
"348",348,8,NA,16,30,3,NA,NA,NA,2,NA,NA,NA,5,NA,1,NA,NA,1
"349",349,48,NA,12,44,2,NA,NA,NA,2,NA,NA,NA,98,NA,3,NA,NA,1
"350",350,31,NA,30,46,1,NA,NA,NA,4,NA,NA,NA,72,NA,1,NA,NA,1
"351",351,8,NA,3,76,1,NA,NA,NA,2,NA,NA,NA,37,NA,1,NA,NA,1
"352",352,43,NA,3,44,2,NA,NA,NA,2,NA,NA,NA,55,NA,1,NA,NA,1
"353",353,29,NA,2,62,1,NA,NA,NA,3,NA,NA,NA,81,NA,1,NA,NA,2
"354",354,94,NA,2,36,4,NA,NA,NA,1,NA,NA,NA,79,NA,2,NA,NA,1
"355",355,99,NA,7,9,1,NA,NA,NA,3,NA,NA,NA,45,NA,1,NA,NA,2
"356",356,28,NA,8,11,1,NA,NA,NA,2,NA,NA,NA,51,NA,1,NA,NA,1
"357",357,21,NA,3,10,1,NA,NA,NA,3,NA,NA,NA,155,NA,1,NA,NA,1
"358",358,47,NA,6,33,4,NA,NA,NA,2,NA,NA,NA,39,NA,1,NA,NA,1
"359",359,9,NA,6,51,2,NA,NA,NA,1,NA,NA,NA,53,NA,1,NA,NA,1
"360",360,1,NA,5,28,1,NA,NA,NA,2,NA,NA,NA,47,NA,1,NA,NA,1
"361",361,1,NA,4,82,2,NA,NA,NA,1,NA,NA,NA,93,NA,2,NA,NA,1
"362",362,1,NA,4,12,1,NA,NA,NA,2,NA,NA,NA,41,NA,5,NA,NA,1
"363",363,4,NA,8,45,1,NA,NA,NA,5,NA,NA,NA,118,NA,2,NA,NA,1
"364",364,23,NA,3,37,1,NA,NA,NA,4,NA,NA,NA,33,NA,2,NA,NA,1
"365",365,35,NA,9,62,1,NA,NA,NA,1,NA,NA,NA,31,NA,1,NA,NA,1
"366",366,6,NA,13,43,1,NA,NA,NA,2,NA,NA,NA,3,NA,5,NA,NA,1
"367",367,33,NA,19,69,1,NA,NA,NA,1,NA,NA,NA,43,NA,2,NA,NA,2
"368",368,23,NA,8,58,2,NA,NA,NA,4,NA,NA,NA,46,NA,1,NA,NA,1
"369",369,12,NA,4,24,1,NA,NA,NA,4,NA,NA,NA,21,NA,4,NA,NA,1
"370",370,2,NA,3,25,1,NA,NA,NA,2,NA,NA,NA,4,NA,5,NA,NA,1
"371",371,10,NA,12,68,1,NA,NA,NA,2,NA,NA,NA,5,NA,2,NA,NA,3
"372",372,3,NA,14,47,1,NA,NA,NA,3,NA,NA,NA,65,NA,4,NA,NA,1
"373",373,7,NA,7,45,4,NA,NA,NA,3,NA,NA,NA,9,NA,3,NA,NA,1
"374",374,27,NA,10,22,1,NA,NA,NA,1,NA,NA,NA,39,NA,1,NA,NA,3
"375",375,82,NA,4,63,1,NA,NA,NA,7,NA,NA,NA,76,NA,3,NA,NA,1
"376",376,23,NA,8,51,2,NA,NA,NA,1,NA,NA,NA,42,NA,4,NA,NA,1
"377",377,109,NA,16,65,1,NA,NA,NA,2,NA,NA,NA,101,NA,3,NA,NA,1
"378",378,58,NA,9,24,1,NA,NA,NA,4,NA,NA,NA,76,NA,2,NA,NA,NA
"379",379,90,NA,4,48,2,NA,NA,NA,1,NA,NA,NA,154,NA,1,NA,NA,NA
"380",380,28,NA,24,31,1,NA,NA,NA,6,NA,NA,NA,103,NA,1,NA,NA,NA
"381",381,47,NA,26,9,NA,NA,NA,NA,2,NA,NA,NA,66,NA,1,NA,NA,NA
"382",382,15,NA,6,65,NA,NA,NA,NA,4,NA,NA,NA,79,NA,1,NA,NA,NA
"383",383,197,NA,17,63,NA,NA,NA,NA,1,NA,NA,NA,39,NA,2,NA,NA,NA
"384",384,33,NA,3,3,NA,NA,NA,NA,1,NA,NA,NA,59,NA,4,NA,NA,NA
"385",385,1,NA,4,19,NA,NA,NA,NA,2,NA,NA,NA,110,NA,5,NA,NA,NA
"386",386,43,NA,2,22,NA,NA,NA,NA,2,NA,NA,NA,25,NA,6,NA,NA,NA
"387",387,4,NA,6,66,NA,NA,NA,NA,1,NA,NA,NA,20,NA,3,NA,NA,NA
"388",388,2,NA,16,62,NA,NA,NA,NA,2,NA,NA,NA,132,NA,1,NA,NA,NA
"389",389,12,NA,3,41,NA,NA,NA,NA,5,NA,NA,NA,48,NA,2,NA,NA,NA
"390",390,3,NA,17,67,NA,NA,NA,NA,1,NA,NA,NA,70,NA,5,NA,NA,NA
"391",391,1,NA,21,52,NA,NA,NA,NA,2,NA,NA,NA,45,NA,2,NA,NA,NA
"392",392,17,NA,2,55,NA,NA,NA,NA,13,NA,NA,NA,139,NA,1,NA,NA,NA
"393",393,12,NA,3,45,NA,NA,NA,NA,7,NA,NA,NA,42,NA,1,NA,NA,NA
"394",394,49,NA,13,25,NA,NA,NA,NA,2,NA,NA,NA,56,NA,1,NA,NA,NA
"395",395,46,NA,18,47,NA,NA,NA,NA,2,NA,NA,NA,70,NA,3,NA,NA,NA
"396",396,45,NA,30,37,NA,NA,NA,NA,2,NA,NA,NA,66,NA,5,NA,NA,NA
"397",397,7,NA,19,35,NA,NA,NA,NA,1,NA,NA,NA,130,NA,1,NA,NA,NA
"398",398,13,NA,11,55,NA,NA,NA,NA,2,NA,NA,NA,96,NA,1,NA,NA,NA
"399",399,13,NA,9,14,NA,NA,NA,NA,1,NA,NA,NA,56,NA,2,NA,NA,NA
"400",400,12,NA,4,15,NA,NA,NA,NA,1,NA,NA,NA,6,NA,1,NA,NA,NA
"401",401,7,NA,19,47,NA,NA,NA,NA,1,NA,NA,NA,74,NA,1,NA,NA,NA
"402",402,51,NA,10,46,NA,NA,NA,NA,3,NA,NA,NA,25,NA,2,NA,NA,NA
"403",403,17,NA,5,66,NA,NA,NA,NA,4,NA,NA,NA,8,NA,1,NA,NA,NA
"404",404,27,NA,9,60,NA,NA,NA,NA,2,NA,NA,NA,3,NA,2,NA,NA,NA
"405",405,120,NA,9,32,NA,NA,NA,NA,1,NA,NA,NA,4,NA,1,NA,NA,NA
"406",406,41,NA,8,54,NA,NA,NA,NA,4,NA,NA,NA,21,NA,2,NA,NA,NA
"407",407,127,NA,16,22,NA,NA,NA,NA,1,NA,NA,NA,51,NA,5,NA,NA,NA
"408",408,166,NA,4,30,NA,NA,NA,NA,2,NA,NA,NA,40,NA,1,NA,NA,NA
"409",409,36,NA,5,47,NA,NA,NA,NA,1,NA,NA,NA,72,NA,2,NA,NA,NA
"410",410,59,NA,3,66,NA,NA,NA,NA,2,NA,NA,NA,70,NA,1,NA,NA,NA
"411",411,40,NA,8,51,NA,NA,NA,NA,3,NA,NA,NA,78,NA,2,NA,NA,NA
"412",412,35,NA,4,40,NA,NA,NA,NA,1,NA,NA,NA,125,NA,4,NA,NA,NA
"413",413,23,NA,16,38,NA,NA,NA,NA,1,NA,NA,NA,182,NA,1,NA,NA,NA
"414",414,51,NA,27,46,NA,NA,NA,NA,1,NA,NA,NA,136,NA,1,NA,NA,NA
"415",415,112,NA,3,73,NA,NA,NA,NA,2,NA,NA,NA,128,NA,1,NA,NA,NA
"416",416,27,NA,30,17,NA,NA,NA,NA,1,NA,NA,NA,237,NA,1,NA,NA,NA
"417",417,31,NA,4,35,NA,NA,NA,NA,2,NA,NA,NA,91,NA,2,NA,NA,NA
"418",418,25,NA,3,63,NA,NA,NA,NA,2,NA,NA,NA,142,NA,3,NA,NA,NA
"419",419,17,NA,2,70,NA,NA,NA,NA,2,NA,NA,NA,125,NA,3,NA,NA,NA
"420",420,22,NA,4,45,NA,NA,NA,NA,3,NA,NA,NA,18,NA,3,NA,NA,NA
"421",421,56,NA,5,9,NA,NA,NA,NA,1,NA,NA,NA,38,NA,1,NA,NA,NA
"422",422,27,NA,2,30,NA,NA,NA,NA,6,NA,NA,NA,136,NA,1,NA,NA,NA
"423",423,7,NA,2,42,NA,NA,NA,NA,2,NA,NA,NA,65,NA,1,NA,NA,NA
"424",424,5,NA,4,29,NA,NA,NA,NA,3,NA,NA,NA,59,NA,1,NA,NA,NA
"425",425,4,NA,6,40,NA,NA,NA,NA,2,NA,NA,NA,64,NA,1,NA,NA,NA
"426",426,1,NA,6,61,NA,NA,NA,NA,2,NA,NA,NA,70,NA,3,NA,NA,NA
"427",427,13,NA,6,46,NA,NA,NA,NA,3,NA,NA,NA,153,NA,1,NA,NA,NA
"428",428,4,NA,3,50,NA,NA,NA,NA,1,NA,NA,NA,186,NA,5,NA,NA,NA
"429",429,7,NA,4,24,NA,NA,NA,NA,2,NA,NA,NA,110,NA,1,NA,NA,NA
"430",430,32,NA,2,47,NA,NA,NA,NA,1,NA,NA,NA,108,NA,4,NA,NA,NA
"431",431,11,NA,3,28,NA,NA,NA,NA,4,NA,NA,NA,101,NA,3,NA,NA,NA
"432",432,9,NA,3,76,NA,NA,NA,NA,2,NA,NA,NA,16,NA,1,NA,NA,NA
"433",433,13,NA,3,42,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA
"434",434,5,NA,7,12,NA,NA,NA,NA,3,NA,NA,NA,18,NA,1,NA,NA,NA
"435",435,29,NA,3,14,NA,NA,NA,NA,1,NA,NA,NA,4,NA,5,NA,NA,NA
"436",436,9,NA,4,53,NA,NA,NA,NA,4,NA,NA,NA,3,NA,2,NA,NA,NA
"437",437,15,NA,3,40,NA,NA,NA,NA,1,NA,NA,NA,33,NA,1,NA,NA,NA
"438",438,5,NA,7,9,NA,NA,NA,NA,3,NA,NA,NA,66,NA,1,NA,NA,NA
"439",439,79,NA,5,31,NA,NA,NA,NA,1,NA,NA,NA,90,NA,3,NA,NA,NA
"440",440,7,NA,24,42,NA,NA,NA,NA,2,NA,NA,NA,140,NA,2,NA,NA,NA
"441",441,31,NA,9,63,NA,NA,NA,NA,2,NA,NA,NA,15,NA,1,NA,NA,NA
"442",442,71,NA,24,28,NA,NA,NA,NA,2,NA,NA,NA,155,NA,2,NA,NA,NA
"443",443,13,NA,19,30,NA,NA,NA,NA,2,NA,NA,NA,107,NA,3,NA,NA,NA
"444",444,14,NA,17,66,NA,NA,NA,NA,2,NA,NA,NA,89,NA,1,NA,NA,NA
"445",445,66,NA,4,34,NA,NA,NA,NA,1,NA,NA,NA,98,NA,3,NA,NA,NA
"446",446,137,NA,2,54,NA,NA,NA,NA,2,NA,NA,NA,155,NA,1,NA,NA,NA
"447",447,40,NA,39,46,NA,NA,NA,NA,4,NA,NA,NA,125,NA,1,NA,NA,NA
"448",448,108,NA,3,56,NA,NA,NA,NA,3,NA,NA,NA,43,NA,1,NA,NA,NA
"449",449,185,NA,3,30,NA,NA,NA,NA,2,NA,NA,NA,31,NA,2,NA,NA,NA
"450",450,39,NA,7,21,NA,NA,NA,NA,2,NA,NA,NA,98,NA,1,NA,NA,NA
"451",451,19,NA,5,9,NA,NA,NA,NA,1,NA,NA,NA,79,NA,2,NA,NA,NA
"452",452,176,NA,25,14,NA,NA,NA,NA,2,NA,NA,NA,91,NA,1,NA,NA,NA
"453",453,18,NA,6,10,NA,NA,NA,NA,2,NA,NA,NA,49,NA,1,NA,NA,NA
"454",454,5,NA,3,3,NA,NA,NA,NA,2,NA,NA,NA,115,NA,2,NA,NA,NA
"455",455,11,NA,18,10,NA,NA,NA,NA,2,NA,NA,NA,70,NA,3,NA,NA,NA
"456",456,1,NA,3,25,NA,NA,NA,NA,1,NA,NA,NA,60,NA,2,NA,NA,NA
"457",457,49,NA,3,30,NA,NA,NA,NA,1,NA,NA,NA,51,NA,2,NA,NA,NA
"458",458,1,NA,2,13,NA,NA,NA,NA,2,NA,NA,NA,126,NA,3,NA,NA,NA
"459",459,3,NA,18,14,NA,NA,NA,NA,2,NA,NA,NA,160,NA,2,NA,NA,NA
"460",460,12,NA,5,22,NA,NA,NA,NA,2,NA,NA,NA,51,NA,1,NA,NA,NA
"461",461,2,NA,22,20,NA,NA,NA,NA,2,NA,NA,NA,125,NA,2,NA,NA,NA
"462",462,2,NA,9,46,NA,NA,NA,NA,1,NA,NA,NA,112,NA,3,NA,NA,NA
"463",463,31,NA,2,32,NA,NA,NA,NA,1,NA,NA,NA,21,NA,2,NA,NA,NA
"464",464,20,NA,5,33,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA
"465",465,5,NA,4,31,NA,NA,NA,NA,2,NA,NA,NA,26,NA,1,NA,NA,NA
"466",466,27,NA,4,35,NA,NA,NA,NA,2,NA,NA,NA,27,NA,3,NA,NA,NA
"467",467,16,NA,9,22,NA,NA,NA,NA,2,NA,NA,NA,55,NA,2,NA,NA,NA
"468",468,2,NA,7,24,NA,NA,NA,NA,3,NA,NA,NA,67,NA,2,NA,NA,NA
"469",469,211,NA,2,64,NA,NA,NA,NA,2,NA,NA,NA,90,NA,3,NA,NA,NA
"470",470,67,NA,6,50,NA,NA,NA,NA,2,NA,NA,NA,215,NA,2,NA,NA,NA
"471",471,30,NA,3,32,NA,NA,NA,NA,5,NA,NA,NA,69,NA,4,NA,NA,NA
"472",472,17,NA,28,45,NA,NA,NA,NA,4,NA,NA,NA,124,NA,2,NA,NA,NA
"473",473,19,NA,10,79,NA,NA,NA,NA,3,NA,NA,NA,82,NA,3,NA,NA,NA
"474",474,83,NA,5,20,NA,NA,NA,NA,2,NA,NA,NA,149,NA,2,NA,NA,NA
"475",475,30,NA,7,45,NA,NA,NA,NA,1,NA,NA,NA,105,NA,4,NA,NA,NA
"476",476,64,NA,16,70,NA,NA,NA,NA,4,NA,NA,NA,103,NA,1,NA,NA,NA
"477",477,74,NA,7,31,NA,NA,NA,NA,4,NA,NA,NA,75,NA,1,NA,NA,NA
"478",478,32,NA,2,39,NA,NA,NA,NA,1,NA,NA,NA,99,NA,1,NA,NA,NA
"479",479,19,NA,4,43,NA,NA,NA,NA,3,NA,NA,NA,37,NA,1,NA,NA,NA
"480",480,63,NA,3,23,NA,NA,NA,NA,1,NA,NA,NA,83,NA,5,NA,NA,NA
"481",481,31,NA,2,106,NA,NA,NA,NA,2,NA,NA,NA,111,NA,4,NA,NA,NA
"482",482,24,NA,4,46,NA,NA,NA,NA,1,NA,NA,NA,59,NA,1,NA,NA,NA
"483",483,23,NA,25,52,NA,NA,NA,NA,1,NA,NA,NA,127,NA,1,NA,NA,NA
"484",484,56,NA,9,50,NA,NA,NA,NA,3,NA,NA,NA,99,NA,1,NA,NA,NA
"485",485,110,NA,8,48,NA,NA,NA,NA,1,NA,NA,NA,34,NA,4,NA,NA,NA
"486",486,29,NA,8,47,NA,NA,NA,NA,2,NA,NA,NA,83,NA,2,NA,NA,NA
"487",487,118,NA,3,37,NA,NA,NA,NA,2,NA,NA,NA,18,NA,1,NA,NA,NA
"488",488,85,NA,3,81,NA,NA,NA,NA,2,NA,NA,NA,100,NA,1,NA,NA,NA
"489",489,59,NA,3,46,NA,NA,NA,NA,1,NA,NA,NA,60,NA,1,NA,NA,NA
"490",490,41,NA,18,36,NA,NA,NA,NA,1,NA,NA,NA,145,NA,1,NA,NA,NA
"491",491,104,NA,3,82,NA,NA,NA,NA,2,NA,NA,NA,63,NA,1,NA,NA,NA
"492",492,67,NA,9,43,NA,NA,NA,NA,1,NA,NA,NA,56,NA,1,NA,NA,NA
"493",493,158,NA,9,47,NA,NA,NA,NA,1,NA,NA,NA,25,NA,1,NA,NA,NA
"494",494,37,NA,5,37,NA,NA,NA,NA,2,NA,NA,NA,119,NA,1,NA,NA,NA
"495",495,14,NA,2,28,NA,NA,NA,NA,1,NA,NA,NA,98,NA,2,NA,NA,NA
"496",496,3,NA,4,43,NA,NA,NA,NA,1,NA,NA,NA,88,NA,1,NA,NA,NA
"497",497,32,NA,7,69,NA,NA,NA,NA,2,NA,NA,NA,92,NA,1,NA,NA,NA
"498",498,11,NA,4,49,NA,NA,NA,NA,2,NA,NA,NA,73,NA,1,NA,NA,NA
"499",499,88,NA,5,57,NA,NA,NA,NA,2,NA,NA,NA,60,NA,3,NA,NA,NA
"500",500,47,NA,4,63,NA,NA,NA,NA,2,NA,NA,NA,74,NA,1,NA,NA,NA
"501",501,40,NA,6,13,NA,NA,NA,NA,2,NA,NA,NA,4,NA,1,NA,NA,NA
"502",502,26,NA,15,44,NA,NA,NA,NA,4,NA,NA,NA,7,NA,1,NA,NA,NA
"503",503,59,NA,6,26,NA,NA,NA,NA,2,NA,NA,NA,61,NA,1,NA,NA,NA
"504",504,226,NA,15,53,NA,NA,NA,NA,2,NA,NA,NA,41,NA,1,NA,NA,NA
"505",505,41,NA,14,68,NA,NA,NA,NA,1,NA,NA,NA,48,NA,1,NA,NA,NA
"506",506,2,NA,24,55,NA,NA,NA,NA,3,NA,NA,NA,15,NA,2,NA,NA,NA
"507",507,140,NA,5,77,NA,NA,NA,NA,5,NA,NA,NA,210,NA,6,NA,NA,NA
"508",508,85,NA,3,45,NA,NA,NA,NA,1,NA,NA,NA,134,NA,1,NA,NA,NA
"509",509,108,NA,22,23,NA,NA,NA,NA,2,NA,NA,NA,96,NA,1,NA,NA,NA
"510",510,15,NA,2,46,NA,NA,NA,NA,1,NA,NA,NA,69,NA,3,NA,NA,NA
"511",511,23,NA,14,61,NA,NA,NA,NA,2,NA,NA,NA,68,NA,1,NA,NA,NA
"512",512,100,NA,9,41,NA,NA,NA,NA,2,NA,NA,NA,54,NA,1,NA,NA,NA
"513",513,11,NA,10,62,NA,NA,NA,NA,2,NA,NA,NA,48,NA,1,NA,NA,NA
"514",514,10,NA,3,55,NA,NA,NA,NA,1,NA,NA,NA,92,NA,1,NA,NA,NA
"515",515,88,NA,3,49,NA,NA,NA,NA,1,NA,NA,NA,67,NA,1,NA,NA,NA
"516",516,50,NA,14,56,NA,NA,NA,NA,3,NA,NA,NA,37,NA,1,NA,NA,NA
"517",517,127,NA,12,36,NA,NA,NA,NA,2,NA,NA,NA,36,NA,3,NA,NA,NA
"518",518,100,NA,9,5,NA,NA,NA,NA,2,NA,NA,NA,81,NA,2,NA,NA,NA
"519",519,58,NA,4,41,NA,NA,NA,NA,3,NA,NA,NA,87,NA,1,NA,NA,NA
"520",520,15,NA,2,3,NA,NA,NA,NA,3,NA,NA,NA,37,NA,1,NA,NA,NA
"521",521,51,NA,14,12,NA,NA,NA,NA,2,NA,NA,NA,63,NA,3,NA,NA,NA
"522",522,12,NA,11,3,NA,NA,NA,NA,2,NA,NA,NA,45,NA,1,NA,NA,NA
"523",523,32,NA,3,3,NA,NA,NA,NA,2,NA,NA,NA,91,NA,2,NA,NA,NA
"524",524,7,NA,5,27,NA,NA,NA,NA,2,NA,NA,NA,75,NA,NA,NA,NA,NA
"525",525,1,NA,4,40,NA,NA,NA,NA,1,NA,NA,NA,48,NA,NA,NA,NA,NA
"526",526,1,NA,2,79,NA,NA,NA,NA,1,NA,NA,NA,91,NA,NA,NA,NA,NA
"527",527,6,NA,2,17,NA,NA,NA,NA,1,NA,NA,NA,58,NA,NA,NA,NA,NA
"528",528,3,NA,4,3,NA,NA,NA,NA,2,NA,NA,NA,60,NA,NA,NA,NA,NA
"529",529,8,NA,2,34,NA,NA,NA,NA,5,NA,NA,NA,114,NA,NA,NA,NA,NA
"530",530,5,NA,2,37,NA,NA,NA,NA,1,NA,NA,NA,41,NA,NA,NA,NA,NA
"531",531,1,NA,4,14,NA,NA,NA,NA,2,NA,NA,NA,46,NA,NA,NA,NA,NA
"532",532,8,NA,6,6,NA,NA,NA,NA,1,NA,NA,NA,101,NA,NA,NA,NA,NA
"533",533,1,NA,3,4,NA,NA,NA,NA,1,NA,NA,NA,71,NA,NA,NA,NA,NA
"534",534,1,NA,4,6,NA,NA,NA,NA,2,NA,NA,NA,16,NA,NA,NA,NA,NA
"535",535,3,NA,3,34,NA,NA,NA,NA,2,NA,NA,NA,13,NA,NA,NA,NA,NA
"536",536,18,NA,2,13,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA
"537",537,13,NA,7,11,NA,NA,NA,NA,2,NA,NA,NA,13,NA,NA,NA,NA,NA
"538",538,1,NA,8,3,NA,NA,NA,NA,1,NA,NA,NA,49,NA,NA,NA,NA,NA
"539",539,64,NA,2,9,NA,NA,NA,NA,2,NA,NA,NA,34,NA,NA,NA,NA,NA
"540",540,2,NA,2,35,NA,NA,NA,NA,2,NA,NA,NA,32,NA,NA,NA,NA,NA
"541",541,2,NA,15,58,NA,NA,NA,NA,1,NA,NA,NA,18,NA,NA,NA,NA,NA
"542",542,9,NA,2,83,NA,NA,NA,NA,2,NA,NA,NA,41,NA,NA,NA,NA,NA
"543",543,7,NA,5,4,NA,NA,NA,NA,2,NA,NA,NA,86,NA,NA,NA,NA,NA
"544",544,166,NA,5,10,NA,NA,NA,NA,2,NA,NA,NA,80,NA,NA,NA,NA,NA
"545",545,78,NA,2,13,NA,NA,NA,NA,2,NA,NA,NA,54,NA,NA,NA,NA,NA
"546",546,1,NA,15,22,NA,NA,NA,NA,1,NA,NA,NA,69,NA,NA,NA,NA,NA
"547",547,40,NA,5,3,NA,NA,NA,NA,2,NA,NA,NA,69,NA,NA,NA,NA,NA
"548",548,3,NA,3,12,NA,NA,NA,NA,1,NA,NA,NA,72,NA,NA,NA,NA,NA
"549",549,6,NA,2,50,NA,NA,NA,NA,3,NA,NA,NA,67,NA,NA,NA,NA,NA
"550",550,43,NA,5,51,NA,NA,NA,NA,2,NA,NA,NA,114,NA,NA,NA,NA,NA
