"ID";"TotAreaM2";"WaterM2";"BuildUpM2";"OpenM2";"BRONnetwM";"BikeOsmM";"MEANSPEEDA";"MEANSPEEDB";"MEANlanes";"SUMMOTweek";"MEANMOTwee";"SUMMOTwerk";"MEANMOTwer";"SUMLVweek";"MEANLVweek";"SUMLVwerk";"MEANLVwerk";"accidents";"AlcoRet";"BasScho";"BicCross";"BikBarr";"BRcross";"BTStops";"ChilDay";"HighUni";"HosHot";"MotJun";"OSMcross";"PrioRigh";"Schools";"SecScho";"SpecScho";"TraffLi"
66;3021872,95;253011,331927;450505,358243;2318356,26;48773,9488874;14259,8454864;26,2131250103288;23,8272918264063;2;177675,81784;3701,57953833333;199292,37593;4151,92449854167;168430,18073;3508,96209854167;189852,1791;3955,25373125;3;0;5;103;6;786;4;2;0;0;0;66;0;9;0;0;9
67;1133954,43;67580,9702198;86705,6327279;979667,83;19792,5411226;4589,42178685;30,1357142584607;34,0521430288;2;156682,81679;5595,81488535714;175847,17307;6280,25618107143;149728,67672;5347,45274;167010,74228;5964,66936714286;2;0;4;73;9;417;17;5;0;0;0;26;0;4;0;0;4
68;3162006,84;406569,848234;319748,050355;2435688,94;29959,1566;10694,2689571;31,6121429545532;33,8401787110732;2;259660,43484;4636,79347928571;292101,3971;5216,09637678571;241398,56892;4310,68873071429;271896,20789;4855,28942660714;0;0;1;18;3;337;13;6;0;0;0;7;0;1;0;0;3
69;1313192,86;134244,879063;263228,748185;915719,23;29008,3017911;9960,00657965;24,0333999824515;23,189000167844;2;215969,82312;4319,3964624;242481,02845;4849,620569;201583,97216;4031,6794432;228404,47513;4568,0895026;0;0;5;36;3;832;8;7;0;0;0;2;0;2;0;0;8
70;1452545,18;276113,816129;182851,419075;993579,94;27928,9441929;8282,0009685;26,9488680857585;28,6845283868208;2;277754,09134;5240,64323283019;312215,17369;5890,85233377358;261678,08038;4937,32227132075;293312,98428;5534,20725056604;0;0;10;22;3;579;2;1;0;0;0;15;0;9;0;0;3
71;470593,83;43788,0369885;81354,9153149;345450,88;13430,6902412;3172,73967647;26,07466672262;26,16933364868;2;30546,42517;2036,42834466667;34254,91078;2283,66071866667;28903,61347;1926,90756466667;32557,95038;2170,53002533333;0;0;1;78;11;525;23;4;0;0;0;1;0;5;0;0;2
72;172488,3;4211,08647509;44924,299392;123352,91;5449,08639019;2245,03770956;39,2555561065889;19,5811112721778;2;27805,14297;3089,46033;31220,39001;3468,93222333333;26446,30869;2938,47874333333;29498,59135;3277,62126111111;0;0;5;41;21;175;20;19;0;0;0;0;0;3;0;0;1
73;434462,51;81060,7676109;43320,1579984;310081,58;5064,6495011;3451,60045447;15,0757694244308;22,5796156663115;1;27718,72291;1066,10472730769;31032,44369;1193,55552653846;24983,46701;960,902577307692;29156,53293;1121,40511269231;0;0;5;33;3;81;12;6;0;0;0;0;0;12;0;0;2
74;1699742,71;126727,5775;268263,945632;1304751,19;37988,5601217;9750,38513218;29,1462500095375;27,2730001449575;2;125683,5636;3142,08909;141084,85798;3527,1214495;118006,97827;2950,17445675;133393,06019;3334,82650475;0;0;1;47;7;1034;18;9;0;0;0;0;0;18;0;0;6
75;3321273,41;867355,39442;167473,044625;2286444,97;55951,0734021;8559,57853017;27,2627117997445;25,3250848559959;2;258606,54552;4383,16178847458;290369,76162;4921,52138338983;242325,57925;4107,21320762712;273147,21861;4629,61387474576;0;0;0;51;2;722;28;15;0;0;0;0;0;14;0;0;6
76;1496835,5;173245,221545;96687,0941375;1226903,18;18791,7767107;6629,03205063;27,9012498259531;29,0718750357625;2;157283,11775;4915,0974296875;176804,37094;5525,136591875;148598,22073;4643,6943978125;166154,75647;5192,3361396875;0;0;0;51;0;255;25;12;0;0;0;0;0;8;0;0;9
77;1989119,65;157558,225705;211091,115596;1620470,31;34910,0401836;10059,5364661;27,4296971523333;28,2981820829;2;136054,26145;4122,85640757576;152979,62496;4635,74621090909;128390,06496;3890,60802909091;143618,5252;4352,07652121212;0;0;0;44;0;676;17;6;0;0;0;0;0;6;0;0;17
78;3431714,18;251248,382866;263638,052291;2916827,74;55089,8309018;13745,5257649;24,3072477786915;25,9929358412393;2;672936,47893;6173,72916449541;756250,19077;6938,0751446789;632478,91366;5802,55884091743;709404,59438;6508,29903100917;0;0;0;9;0;930;1;18;0;0;0;0;0;25;0;0;7
79;1829391,53;181821,191126;230669,903931;1416900,43;35138,7271672;9035,86524462;28,7226830691805;29,3473173467049;2;248014,78923;6049,14120073171;278418,17254;6790,68713512195;234991,78805;5731,50702560976;263405,00752;6424,51237853658;0;0;0;73;0;689;53;23;0;0;0;0;0;1;0;0;3
80;4050732,74;1575033,51539;569977,129033;1905722,1;37849,5201635;11353,6663323;31,0547915697044;32,3905208210078;2;454767,67774;4737,16330979167;511265,38372;5325,68108041667;420302,22806;4378,14820895833;474866,81957;4946,52937052083;0;0;0;14;0;549;9;2;0;0;0;0;0;11;0;0;17
81;1108552,2;424032,280362;218704,040779;465815,88;4568,93564512;1412,39802788;29,1535716738071;29,1014288493714;2;21765,93126;1554,70937571429;24629,51678;1759,25119857143;19846,53748;1417,60982;22166,75683;1583,33977357143;0;0;0;47;0;55;7;12;0;0;0;0;0;14;0;0;13
82;41056961,23;3483220,34644;227697,758943;37346043,12;66922,91672;32365,7992474;35,9531959455046;38,3712370174464;2;298317,34198;3075,43651525773;335193,02972;3455,59824453608;280863,98525;2895,50500257732;315706,88627;3254,71016773196;0;0;0;64;0;319;23;9;0;0;0;0;0;30;0;0;11
83;3218013,2;182658,189565;271024,765972;2764330,24;26346,2892917;6922,37850707;22,2099999403291;23,1525639998496;2;131268,76856;3365,86586051282;146871,37493;3765,93269051282;118394,83725;3035,76505769231;138136,02504;3541,94936;0;0;0;119;0;490;39;3;0;0;0;0;0;23;0;0;4
84;5687426,56;364643,581888;328290,8441;4994492,13;26012,7119558;15394,3362126;37,4552940480794;40,3608821981029;2;174081,39023;5120,04088911765;195794,3733;5758,65803823529;165637,53904;4871,69232470588;185098,54631;5444,07489147059;0;0;0;122;0;186;44;0;0;0;0;0;0;8;0;0;1
85;2256983;188719,197301;325019,332332;1743244,47;44314,0327126;12374,9799969;30,591304074163;29,6791302846793;2;223069,58077;4849,3387123913;250557,33396;5446,89856434783;210299,51882;4571,72867;236269,52699;5136,294065;0;0;0;28;0;938;17;0;0;0;0;0;0;3;0;0;0
86;5327549,22;1221607,5213;510904,833978;3595036,86;65070,6714234;21479,6924534;33,1693874865114;33,6530609520061;2;352432,22321;7192,49435122449;396001,56827;8081,66465857143;334172,54433;6819,84784346939;373224,96687;7616,83605857143;0;0;0;53;0;1248;10;0;0;0;0;0;0;30;0;0;0
